Timestamp,People_Count,Queue_Status,Waiting_Time
09:33:35,1,Short Queue,2.0
09:33:35,1,Short Queue,2.0
09:33:35,1,Short Queue,2.0
09:33:35,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:36,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:37,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:38,1,Short Queue,2.0
09:33:39,1,Short Queue,2.0
09:33:39,1,Short Queue,2.0
09:33:39,1,Short Queue,2.0
09:33:39,1,Short Queue,2.0
09:33:39,1,Short Queue,2.0
09:33:39,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:40,1,Short Queue,2.0
09:33:41,1,Short Queue,2.0
09:41:39,1,Analyzing...,2.0
09:41:40,1,Analyzing...,2.0
09:41:40,1,Analyzing...,2.0
09:41:40,1,Analyzing...,2.0
09:41:40,1,Short Queue,2.0
09:41:40,1,Short Queue,2.0
09:41:40,1,Short Queue,2.0
09:41:40,1,Short Queue,2.0
09:41:40,1,Short Queue,2.0
09:41:40,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:41,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:42,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:43,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:44,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:45,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:46,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:47,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:48,1,Short Queue,2.0
09:41:49,1,Short Queue,2.0
09:41:49,1,Short Queue,2.0
09:41:49,0,Short Queue,0
09:41:49,0,Short Queue,0
09:41:49,1,Short Queue,2.0
09:41:49,1,Short Queue,2.0
09:41:49,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:50,1,Short Queue,2.0
09:41:51,1,Short Queue,2.0
09:41:51,1,Short Queue,2.0
09:41:51,1,Short Queue,2.0
09:41:51,0,Short Queue,0
09:41:51,0,Short Queue,0
09:41:51,0,Short Queue,0
09:41:51,0,Short Queue,0
09:41:51,0,Short Queue,0
09:41:52,0,Short Queue,0
09:41:52,1,Short Queue,2.0
09:41:52,1,Short Queue,2.0
09:41:52,1,Short Queue,2.0
09:41:52,1,Short Queue,2.0
09:41:52,1,Short Queue,2.0
09:41:52,1,Short Queue,2.0
09:41:53,1,Short Queue,2.0
09:41:53,1,Short Queue,2.0
09:41:53,2,Short Queue,4.0
09:41:53,1,Short Queue,2.0
09:41:53,1,Short Queue,2.0
09:41:53,1,Short Queue,2.0
09:41:53,1,Short Queue,2.0
09:41:53,1,Short Queue,2.0
09:41:54,1,Short Queue,2.0
09:41:54,0,Short Queue,0
09:41:54,0,Short Queue,0
09:41:54,0,Short Queue,0
09:41:54,0,Short Queue,0
09:41:54,0,Short Queue,0
09:41:54,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:55,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:56,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:57,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:58,0,Short Queue,0
09:41:59,0,Short Queue,0
09:41:59,0,Short Queue,0
09:41:59,0,Short Queue,0
09:41:59,0,Short Queue,0
09:41:59,0,Short Queue,0
09:41:59,0,Short Queue,0
09:41:59,0,Short Queue,0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:00,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:01,1,Short Queue,2.0
09:42:02,1,Short Queue,2.0
09:42:02,1,Short Queue,2.0
09:42:02,1,Short Queue,2.0
09:42:02,1,Short Queue,2.0
09:42:02,0,Short Queue,0
09:42:02,0,Short Queue,0
09:42:02,0,Short Queue,0
09:42:02,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:03,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:04,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:05,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:06,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:07,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:08,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:09,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:10,0,Short Queue,0
09:42:11,0,Short Queue,0
09:42:11,0,Short Queue,0
09:42:11,1,Short Queue,2.0
09:42:11,1,Short Queue,2.0
09:42:11,0,Short Queue,0
09:42:11,0,Short Queue,0
09:42:11,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:12,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:13,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:14,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:15,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:16,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:17,0,Short Queue,0
09:42:18,0,Short Queue,0
09:42:18,0,Short Queue,0
09:42:18,0,Short Queue,0
09:42:18,0,Short Queue,0
09:42:18,0,Short Queue,0
09:42:18,0,Short Queue,0
09:42:18,1,Short Queue,2.0
09:42:19,0,Short Queue,0
09:42:19,0,Short Queue,0
09:42:19,1,Short Queue,2.0
09:42:19,0,Short Queue,0
09:42:19,0,Short Queue,0
09:42:19,0,Short Queue,0
09:42:19,0,Short Queue,0
09:42:19,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:20,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:21,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:22,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:23,0,Short Queue,0
09:42:24,0,Short Queue,0
09:42:24,0,Short Queue,0
09:42:24,1,Short Queue,2.0
09:42:24,0,Short Queue,0
09:42:24,0,Short Queue,0
09:42:24,1,Short Queue,2.0
09:42:24,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:25,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:26,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:27,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:28,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:29,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:30,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:31,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:32,1,Short Queue,2.0
09:42:33,1,Short Queue,2.0
09:42:33,1,Short Queue,2.0
09:42:33,1,Short Queue,2.0
09:42:33,1,Short Queue,2.0
09:42:33,1,Short Queue,2.0
09:42:33,1,Short Queue,2.0
09:42:34,1,Short Queue,2.0
09:42:34,1,Short Queue,2.0
09:42:34,1,Short Queue,2.0
09:42:34,0,Short Queue,0
09:42:34,0,Short Queue,0
09:42:34,1,Short Queue,2.0
09:42:34,1,Short Queue,2.0
09:42:34,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:35,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:36,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:37,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:38,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:39,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:40,1,Short Queue,2.0
09:42:41,1,Short Queue,2.0
09:42:41,1,Short Queue,2.0
09:42:41,1,Short Queue,2.0
09:42:41,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:42,1,Short Queue,2.0
09:42:43,1,Short Queue,2.0
09:42:43,1,Short Queue,2.0
09:42:43,1,Short Queue,2.0
09:42:43,1,Short Queue,2.0
09:42:43,1,Short Queue,2.0
09:42:43,1,Short Queue,2.0
09:42:44,1,Short Queue,2.0
09:42:44,1,Short Queue,2.0
09:42:44,1,Short Queue,2.0
09:42:44,1,Short Queue,2.0
09:42:44,1,Short Queue,2.0
09:42:44,1,Short Queue,2.0
09:42:45,1,Short Queue,2.0
09:42:45,1,Short Queue,2.0
09:42:45,1,Short Queue,2.0
09:42:45,1,Short Queue,2.0
09:42:46,1,Short Queue,2.0
09:42:46,1,Short Queue,2.0
09:42:46,1,Short Queue,2.0
09:42:46,1,Short Queue,2.0
09:42:47,1,Short Queue,2.0
09:42:47,1,Short Queue,2.0
09:42:47,1,Short Queue,2.0
09:42:47,1,Short Queue,2.0
09:42:47,1,Short Queue,2.0
09:42:48,1,Short Queue,2.0
09:42:48,1,Short Queue,2.0
09:42:48,1,Short Queue,2.0
09:42:48,1,Short Queue,2.0
09:42:48,1,Short Queue,2.0
09:42:49,1,Short Queue,2.0
09:42:49,1,Short Queue,2.0
09:42:49,1,Short Queue,2.0
09:42:49,1,Short Queue,2.0
09:42:49,1,Short Queue,2.0
09:42:50,1,Short Queue,2.0
09:42:50,1,Short Queue,2.0
09:42:50,1,Short Queue,2.0
09:42:50,1,Short Queue,2.0
09:42:50,1,Short Queue,2.0
09:42:50,1,Short Queue,2.0
09:42:51,1,Short Queue,2.0
09:42:51,1,Short Queue,2.0
09:42:51,1,Short Queue,2.0
09:42:51,1,Short Queue,2.0
09:42:51,1,Short Queue,2.0
09:42:51,1,Short Queue,2.0
09:42:52,1,Short Queue,2.0
09:42:52,1,Short Queue,2.0
09:42:52,1,Short Queue,2.0
09:42:52,1,Short Queue,2.0
09:42:52,1,Short Queue,2.0
09:42:52,1,Short Queue,2.0
09:42:53,1,Short Queue,2.0
09:42:53,1,Short Queue,2.0
09:42:53,1,Short Queue,2.0
09:42:53,1,Short Queue,2.0
09:42:53,1,Short Queue,2.0
09:42:53,1,Short Queue,2.0
09:42:54,1,Short Queue,2.0
09:42:54,1,Short Queue,2.0
09:42:54,1,Short Queue,2.0
09:42:54,1,Short Queue,2.0
09:42:54,1,Short Queue,2.0
09:42:54,1,Short Queue,2.0
09:42:55,1,Short Queue,2.0
09:42:55,1,Short Queue,2.0
09:42:55,1,Short Queue,2.0
09:42:55,1,Short Queue,2.0
09:42:55,1,Short Queue,2.0
09:42:55,1,Short Queue,2.0
09:42:56,1,Short Queue,2.0
09:42:56,1,Short Queue,2.0
09:42:56,1,Short Queue,2.0
09:42:56,1,Short Queue,2.0
09:42:56,1,Short Queue,2.0
09:42:56,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:57,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:58,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:42:59,1,Short Queue,2.0
09:43:00,1,Short Queue,2.0
09:43:00,1,Short Queue,2.0
09:43:00,1,Short Queue,2.0
09:43:00,1,Short Queue,2.0
09:43:00,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:01,1,Short Queue,2.0
09:43:02,1,Short Queue,2.0
09:43:02,1,Short Queue,2.0
09:43:02,1,Short Queue,2.0
09:43:02,1,Short Queue,2.0
09:43:02,1,Short Queue,2.0
09:43:02,1,Short Queue,2.0
09:43:03,1,Short Queue,2.0
09:43:03,1,Short Queue,2.0
09:43:03,1,Short Queue,2.0
09:43:03,1,Short Queue,2.0
09:43:03,1,Short Queue,2.0
09:43:04,1,Short Queue,2.0
09:43:04,1,Short Queue,2.0
09:43:04,1,Short Queue,2.0
09:43:04,1,Short Queue,2.0
09:43:04,1,Short Queue,2.0
09:43:04,1,Short Queue,2.0
09:43:05,1,Short Queue,2.0
09:43:05,1,Short Queue,2.0
09:43:05,1,Short Queue,2.0
09:43:05,1,Short Queue,2.0
09:43:05,1,Short Queue,2.0
09:43:05,1,Short Queue,2.0
09:43:06,1,Short Queue,2.0
09:43:06,1,Short Queue,2.0
09:49:03,1,Analyzing...,2.0
09:49:04,1,Analyzing...,2.0
09:49:04,1,Analyzing...,2.0
09:49:04,1,Analyzing...,2.0
09:49:04,1,Short Queue,2.0
09:49:04,1,Short Queue,2.0
09:49:04,1,Short Queue,2.0
09:49:04,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:05,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:06,1,Short Queue,2.0
09:49:07,1,Short Queue,2.0
09:49:07,1,Short Queue,2.0
09:49:07,1,Short Queue,2.0
09:49:07,1,Short Queue,2.0
09:49:07,1,Short Queue,2.0
09:49:07,1,Short Queue,2.0
09:49:08,1,Short Queue,2.0
09:49:53,1,Analyzing...,2.0
09:49:53,1,Analyzing...,2.0
09:49:53,1,Analyzing...,2.0
09:49:53,1,Analyzing...,2.0
09:49:53,1,Short Queue,2.0
09:49:53,1,Short Queue,2.0
09:49:53,1,Short Queue,2.0
09:49:53,1,Short Queue,2.0
09:49:54,1,Short Queue,2.0
09:49:54,1,Short Queue,2.0
09:49:54,1,Short Queue,2.0
09:49:54,1,Short Queue,2.0
